"","date","California","Florida","New York","Pennsylvania","Texas"
"608",2021-09-20,8521,0,3443,2547,14424
"609",2021-09-21,7753,0,5348,4870,18374
"610",2021-09-22,7530,0,4558,4591,15672
"611",2021-09-23,7562,4215,5052,5601,11403
"612",2021-09-24,2694,51342,6092,5098,14198
"613",2021-09-25,1805,0,4096,5369,7482
"614",2021-09-26,17649,0,6345,4199,2631
"615",2021-09-27,7610,0,3033,3066,10814
"616",2021-09-28,7334,0,5057,5334,13886
"617",2021-09-29,6757,0,5072,4860,15124
"618",2021-09-30,8523,0,4928,4997,9628
"619",2021-10-01,2724,37299,5761,5455,9172
"620",2021-10-02,1597,0,3604,4033,5869
"621",2021-10-03,14828,0,3591,5798,1056
"622",2021-10-04,5562,0,5732,3969,8779
"623",2021-10-05,5878,0,3890,4813,12257
"624",2021-10-06,5490,0,6183,4928,11013
"625",2021-10-07,7080,0,5522,6278,7981
"626",2021-10-08,2272,25184,5814,5530,3728
"627",2021-10-09,1370,0,3770,5378,1070
"628",2021-10-10,13368,0,2207,4065,506
"629",2021-10-11,4920,0,7325,2755,5817
"630",2021-10-12,5596,0,3280,4648,5108
"631",2021-10-13,4495,0,4559,4775,22302
"632",2021-10-14,5492,0,4502,5693,5742
"633",2021-10-15,3365,18807,6223,5226,6796
"634",2021-10-16,216,0,4268,4766,3014
"635",2021-10-17,13591,0,3333,3695,1558
"636",2021-10-18,5651,0,4935,2932,4435
"637",2021-10-19,4840,0,3240,3863,6930
"638",2021-10-20,5901,0,4775,4438,5364
"639",2021-10-21,6800,0,4363,4348,5657
"640",2021-10-22,2061,14564,3670,4645,4257
"641",2021-10-23,1396,0,3630,4925,2525
"642",2021-10-24,1144,0,2295,2968,1266
"643",2021-10-25,20024,0,4668,2499,5073
"644",2021-10-26,5151,0,2432,3751,5763
"645",2021-10-27,5575,0,4176,4524,3479
"646",2021-10-28,7613,0,3434,4414,6360
"647",2021-10-29,2549,12151,5581,4697,3855
"648",2021-10-30,1601,0,3182,4457,3044
"649",2021-10-31,13146,0,2955,3031,398
"650",2021-11-01,7431,0,5206,2525,3718
"651",2021-11-02,4686,0,2958,3706,5053
"652",2021-11-03,5520,0,4014,4101,4048
"653",2021-11-04,8287,0,4635,5072,3441
"654",2021-11-05,3173,10498,4860,5335,2917
"655",2021-11-06,1776,0,4109,4880,2448
"656",2021-11-07,12439,0,3932,3912,789
"657",2021-11-08,7252,0,5218,3054,3166
"658",2021-11-09,4783,0,4215,4034,5211
"659",2021-11-10,5097,0,5103,5291,3774
"660",2021-11-11,2298,0,6648,5636,4409
"661",2021-11-12,9790,10302,6244,6473,3021
"662",2021-11-13,2893,0,5406,5641,2980
"663",2021-11-14,6428,0,4391,4650,486
"664",2021-11-15,4534,0,6560,3041,3403
"665",2021-11-16,5376,0,5024,5778,5132
"666",2021-11-17,5245,0,6071,6024,3963
"667",2021-11-18,5773,0,8103,6637,4934
"668",2021-11-19,2912,9891,7590,7604,3411
"669",2021-11-20,1977,0,5889,6424,1647
"670",2021-11-21,10240,0,8441,5417,698
"671",2021-11-22,4705,0,5303,5604,4051
"672",2021-11-23,4599,0,5564,5186,5101
"673",2021-11-24,2124,0,7075,7569,4514
"674",2021-11-25,104,0,7091,5950,304
"675",2021-11-26,2220,0,7816,6122,40
"676",2021-11-27,800,0,3458,5143,37
"677",2021-11-28,14822,0,4828,4159,0
"678",2021-11-29,5618,0,7601,5252,8175
"679",2021-11-30,5702,8892,6659,5766,6591
"680",2021-12-01,5305,0,9373,7606,5240
"681",2021-12-02,8325,0,11359,9143,4293
"682",2021-12-03,3482,10663,11218,10127,4081
"683",2021-12-04,2422,0,8079,9264,1821
"684",2021-12-05,14989,0,8318,6091,763
"685",2021-12-06,7193,0,10534,3967,4177
"686",2021-12-07,4524,0,8514,7912,5020
"687",2021-12-08,7932,0,9466,8723,5046
"688",2021-12-09,3984,0,11719,6918,3869
"689",2021-12-10,6663,12984,11327,11628,15077
